flow_id,src_ip,src_port,dest_ip,dest_port,timestamp,category,signature,severity,proto
1761028350242125,10.128.0.241,37371,10.47.3.1,80,2018-03-23T14:02:09.227768-0600,Generic Protocol Command Decode,SURICATA TLS invalid record/traffic,3,TCP
585180199033347,10.128.0.221,53360,10.10.1.2,443,2018-03-23T14:22:33.332944-0600,Generic Protocol Command Decode,"SURICATA TLS overflow heartbeat encountered, possible exploit attempt (heartbleed)",3,TCP
1761028350242125,10.128.0.241,37371,10.47.3.1,80,2018-03-23T14:02:09.227768-0600,Generic Protocol Command Decode,SURICATA TLS invalid record version,3,TCP
790488241640383,10.128.0.221,35338,10.47.1.200,443,2018-03-23T14:25:59.827202-0600,Generic Protocol Command Decode,SURICATA TLS invalid SNI length,3,TCP
2090471669337021,10.0.0.100,53,10.47.3.100,50527,2018-03-23T14:02:11.302887-0600,Generic Protocol Command Decode,SURICATA DNS Unsolicited response,3,UDP
542632549851992,10.47.24.25,53,10.130.231.201,53989,2018-03-23T16:14:56.435931-0600,Generic Protocol Command Decode,SURICATA DNS malformed response data,3,UDP
542632549851992,10.47.24.25,53,10.130.231.201,53989,2018-03-23T16:14:56.435931-0600,Generic Protocol Command Decode,SURICATA DNS Not a response,3,UDP
1153509767464483,10.47.3.1,53,10.128.0.225,60154,2018-03-23T15:05:15.323432-0600,Generic Protocol Command Decode,SURICATA DNS Z flag set,3,UDP
670078166450766,10.47.46.200,49256,198.54.117.200,80,2018-03-24T14:54:45.803406-0600,A Network Trojan was detected,ET CNC Zeus Tracker Reported CnC Server group 11,1,TCP
1235081846041691,204.11.50.131,9001,10.47.44.10,49234,2018-03-24T18:00:51.377604-0600,Misc Attack,ET TOR Known Tor Exit Node Traffic group 50,2,TCP
816150902575509,5.9.158.75,443,10.47.24.170,49229,2018-03-24T18:43:13.536101-0600,Misc Attack,ET TOR Known Tor Exit Node Traffic group 67,2,TCP
1235081846041691,204.11.50.131,9001,10.47.44.10,49234,2018-03-24T18:00:51.377604-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 50,2,TCP
816150902575509,5.9.158.75,443,10.47.24.170,49229,2018-03-24T18:43:13.536101-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 67,2,TCP
1663552195055294,104.238.188.98,443,10.47.23.81,56197,2018-03-24T18:30:30.389928-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 91,2,TCP
721772558008954,128.199.55.207,9001,10.47.44.68,50054,2018-03-24T15:36:45.394888-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 115,2,TCP
1598843534369120,131.188.40.189,443,10.47.44.68,50050,2018-03-24T15:36:42.342946-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 120,2,TCP
39800470692058,134.119.3.164,9001,10.47.44.68,50049,2018-03-24T15:36:42.346095-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 122,2,TCP
915471449941846,144.76.14.145,143,10.47.44.68,49256,2018-03-24T16:17:56.115842-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 141,2,TCP
1675697762081653,144.76.96.7,9001,10.47.43.10,58688,2018-03-24T15:57:48.717651-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 143,2,TCP
758718550466140,148.251.221.163,9001,10.47.23.81,56199,2018-03-24T18:30:39.457372-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 149,2,TCP
1760803139414507,154.35.175.225,443,10.47.23.81,56196,2018-03-24T18:30:28.444668-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 155,2,TCP
452337062699403,171.25.193.9,80,10.47.23.81,56202,2018-03-24T18:31:44.505427-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 180,2,TCP
1616243168368107,176.31.26.128,9001,10.47.24.25,50028,2018-03-24T18:40:11.532021-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 197,2,TCP
141286825653511,185.100.84.212,443,10.47.46.10,54910,2018-03-24T18:02:21.317316-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 222,2,TCP
994906870081564,185.106.154.119,9001,10.47.44.68,49258,2018-03-24T16:17:56.089017-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 223,2,TCP
1058102950042587,185.13.39.197,443,10.47.24.80,64860,2018-03-24T16:00:25.292076-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 226,2,TCP
2211864326376302,185.227.82.56,443,10.47.44.10,51156,2018-03-24T16:04:39.817397-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 236,2,TCP
868716981319043,185.35.202.221,9001,10.47.21.81,49503,2018-03-24T18:36:36.422299-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 241,2,TCP
1655026370372698,188.138.33.233,443,10.47.43.10,49439,2018-03-24T17:10:30.968829-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 250,2,TCP
6734084556827,188.213.170.104,443,10.47.44.10,49238,2018-03-24T18:00:55.486010-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 255,2,TCP
2085485494079416,188.40.128.246,9001,10.47.21.82,49969,2018-03-24T18:32:16.093202-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 258,2,TCP
48403973444338,192.87.28.82,9001,10.47.23.81,56195,2018-03-24T18:30:28.523636-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 266,2,TCP
893589173791143,193.11.114.45,9002,10.47.24.82,49245,2018-03-24T18:45:59.854731-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 269,2,TCP
704515472432241,193.23.244.244,443,10.47.24.80,64861,2018-03-24T16:00:25.294158-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 271,2,TCP
968974064101938,193.35.52.53,9001,10.47.43.10,49436,2018-03-24T17:10:27.939337-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 273,2,TCP
1051634745591651,194.109.206.212,443,10.47.44.10,51149,2018-03-24T16:04:34.042603-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 274,2,TCP
499885892418178,198.27.69.201,443,10.47.2.155,56682,2018-03-24T15:20:11.915448-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 285,2,TCP
1073720069965337,199.58.81.140,443,10.47.23.81,56220,2018-03-24T18:37:47.852079-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 289,2,TCP
1372490329970471,212.47.240.10,443,10.47.44.68,49255,2018-03-24T16:17:55.163296-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 336,2,TCP
251946416014330,212.51.134.123,9001,10.47.43.10,49723,2018-03-24T17:00:49.573545-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 338,2,TCP
990504939618548,212.74.233.18,9001,10.47.46.10,54914,2018-03-24T18:02:27.254197-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 339,2,TCP
370814321489167,217.79.179.177,9001,10.47.24.25,50023,2018-03-24T18:40:08.756177-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 354,2,TCP
288054566063999,37.221.162.226,9001,10.47.21.82,49972,2018-03-24T18:32:23.100863-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 433,2,TCP
2245442837924223,51.15.76.56,443,10.47.44.10,49240,2018-03-24T18:00:55.459308-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 480,2,TCP
1262397420042632,51.255.198.77,443,10.47.24.80,65138,2018-03-24T16:14:33.312180-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 485,2,TCP
912074130806322,5.199.142.236,9001,10.47.44.68,49254,2018-03-24T16:17:55.191348-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 493,2,TCP
1331576640177297,5.39.33.178,9001,10.47.43.10,49724,2018-03-24T17:00:49.543350-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 497,2,TCP
768463855105660,54.37.73.111,9001,10.47.21.81,49508,2018-03-24T18:36:43.628694-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 501,2,TCP
2241663393664261,5.79.68.161,9001,10.47.23.81,56205,2018-03-24T18:33:13.343212-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 504,2,TCP
1637193666159856,62.138.7.171,8001,10.47.43.10,49440,2018-03-24T17:10:30.974445-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 509,2,TCP
965142578982382,78.46.249.71,80,10.47.8.151,52585,2018-03-23T21:22:59.246385-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 553,2,TCP
4989760946513,81.7.11.33,80,10.47.44.68,50052,2018-03-24T15:36:45.413308-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 580,2,TCP
982769292244936,83.212.99.68,443,10.47.44.68,49252,2018-03-24T16:17:51.937279-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 594,2,TCP
1843657039045622,85.255.1.158,9001,10.47.43.10,49438,2018-03-24T17:10:31.015135-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 611,2,TCP
1389292162648003,86.59.21.38,443,10.47.43.10,58686,2018-03-24T15:57:44.754644-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 616,2,TCP
1848239483263866,88.99.217.110,9001,10.47.43.10,58689,2018-03-24T15:57:48.703262-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 630,2,TCP
2122842539232115,88.99.70.107,9001,10.47.44.10,51157,2018-03-24T16:04:39.829431-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 631,2,TCP
1636442008782067,89.163.225.145,443,10.47.43.10,49725,2018-03-24T17:00:49.563613-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 633,2,TCP
7627561490425,89.221.214.243,443,10.47.21.82,49974,2018-03-24T18:32:23.838190-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 634,2,TCP
1227350431536288,89.46.100.71,443,10.47.24.80,64863,2018-03-24T16:00:28.228131-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 639,2,TCP
1683948439510903,93.186.200.68,9001,10.47.44.10,51184,2018-03-24T16:09:18.276029-0600,Misc Attack,ET TOR Known Tor Relay/Router (Not Exit) Node Traffic group 666,2,TCP
